oid,organization,idate,county,outreachsite,activity,activityspecify,maleadult,maleyouth,femaleadult,femaleyouth,discussiontopic,flyers,brochures,posters,booklets,stickers,others
51BF64D1-2B45-4360-828F-A5B88D530098,FHOK=1,02/03/2015,SIAYA,BAR OSIMBO,2=Womens Group Meetings,,0,0,24,0,"HOW TO USE BTL,IMPLANT AND PILLS",0,0,0,0,0,0
3372A2DC-3263-49E7-86FE-A5BAC2E7AEAC,MSK=2,15/09/2012,BUTULA,MARACHI CENTRAL,4=Theater Groups,,24,9,30,16,COMMUNICABLE AND NON-COMMUNICABLE DISEASES,0,0,0,0,0,0
E6E46352-E640-41AC-BBB3-A5BD5E4E7ABF,FHOK=1,25/10/2014,SIAYA,SUMBA,1=Comunity Meeting/Barazas,,1,15,10,5,F/P,0,0,0,0,0,0
29192575-A9A3-49BF-885E-A5BE92D24B11,MSK=2,14/09/2012,BUTULA,BUJUMBA,1=Comunity Meeting/Barazas,,20,13,32,4,IMPORTANCE OF FP,0,0,0,0,0,0
C86F390D-E11A-45F4-9095-A5C0867E8CEF,MSK=2,20/08/2013,BUTULA,BUJUMBA,1=Comunity Meeting/Barazas,,5,2,12,5,MODERN FP,0,0,0,0,0,0
6082534F-4D30-4156-A57E-A5C2AC10324A,FHOK=1,20/04/2014,BONDO,KAUDI,3=Youth Groups,,18,10,12,4,"BREASTFEEDING,FP,HANDWASHING,EARLY PREGNANCY AND STIS",0,0,0,0,0,0
E59B564E-6845-44D7-ADBF-A5C51AB21A09,MSK=2,16/07/2014,BUTULA,SIROBA,2=Womens Group Meetings,,0,0,18,2,BENEFITS OF FP,0,0,0,0,0,0
30FCBB06-C370-4393-947C-A5C681E8787D,FHOK=1,05-05-2015,BONDO,NANGO,3=Youth Groups,,1,32,2,19,"POPER HYGIENE, SANITATION",0,0,0,0,0,0
C3D29C83-324A-45E7-AD2F-A5C72CDB35EE,MSK=2,05/01/2015,BONDO,AWELO,1=Comunity Meeting/Barazas,,12,6,19,0,F/P,0,0,0,0,0,0
FA79FD44-C55F-425C-92F4-A5CF88F70300,MSK=2,14/05/2013,TESO SOUTH,NGELECHOM OUTREACH,6=Other(Specify),MOBILE CLINIC AND TREATMENT,10,6,52,31,"IMMUNIZATION AND TREATMENT,ADVANTAGES AND DISADVANTAGES OF FP",0,0,0,0,0,0
2007FBD0-46FB-4E38-855F-A5CF9BF4BEDF,FHOK=1,11/04/2015,BONDO,AT UYAIWI,2=Womens Group Meetings,,0,0,15,20,FP,2,5,20,15,6,4
07310322-A488-436E-8FFE-A5D02D177854,MSK=2,24/07/2013,TESO NORTH,AGONGET CHRCH,3=Youth Groups,,12,5,0,0,CIRCUMCISSION,0,0,0,0,0,0
FA560B4F-EAD1-4D47-BFD8-A5D7FFBBF549,MSK=2,26/04/2013,TESO SOUTH,MISSING,3=Youth Groups,,3,6,1,5,"FP METHODS, HIV/AIDS",0,0,0,0,0,0
FFD8935E-CD1A-4170-A492-A5DC607C8642,MSK=2,16/09/2014,SAMIA,GANJALA,6=Other(Specify),,5,0,51,23,FP,0,0,5,0,0,0
FA1543BF-48B2-4A41-8A46-A5E14AF40E0A,FHOK=1,30/12/2012,UGENYA,WEST UHOLO,5=FBO services,,16,2,22,10,F/P,0,0,1,1,0,0
7C06FC45-B6D9-4C3F-AFEE-A5E54C26283A,MSK=2,03/03/2015,TESO NORTH,KANUKU,1=Comunity Meeting/Barazas,,33,8,9,14,FP,0,0,0,0,0,0
E82B2916-99F3-4D77-BCA9-A5E7BD9F694E,FHOK=1,15-08-2014,BONDO,,2=Womens Group Meetings,,10,6,15,2,"HIV TESTING, COUNSELING AND IMPORTANCE OF CANCER SCREENING",0,0,0,0,0,0
F87F4122-A1BC-48FF-B2F4-A5E96B516327,FHOK=1,22/05/2015,SIAYA,CHURCH,2=Womens Group Meetings,,1,2,6,6,FP,0,0,0,0,0,0
8FE0C194-66BC-4AAD-9151-A5EDCACE1BB4,FHOK=1,13/03/2015,SIAYA,UHUYI,2=Womens Group Meetings,,5,7,18,19,FP,0,0,0,0,0,0
2B9715C6-F02D-4284-8483-A5F042AB9679,MSK=2,25/01/2013,TESO SOUTH,ANGOROM,2=Refreshers,,15,0,46,0,FP METHODS,0,10,5,0,0,0
54CF3146-6B74-401B-8BB8-A5F160A728FF,MSK=2,29/10/2012,TESO SOUTH,APEGEI,1=Comunity Meeting/Barazas,,4,2,10,2,INCOME CREATION,0,0,10,0,0,0
000CE5A4-4360-4D87-92B8-A5F162E75CCF,MSK=2,27/09/2014,BUTULA,ELUCHE,2=Womens Group Meetings,,4,1,19,2,FP,0,0,0,0,0,0
CC4B47F5-FF10-4A32-A959-A5F31040D0B5,FHOK=1,22/03/2015,SIAYA,ACHAE RACH,1=Comunity Meeting/Barazas,,27,46,40,61,FP,0,0,0,0,0,0
01B136C6-F617-411A-B4FC-A5F33D0963F3,FHOK=1,20/09/2012,BONDO,CENTRAL YIMBO,2=Womens Group Meetings,,0,0,4,16,LONG TERM METHOD,0,0,0,0,0,0
0DF2E76E-0595-4753-9002-A5F4644AEE6B,MSK=2,25/01/2014,BUTULA,ENDURU,1=Comunity Meeting/Barazas,,19,7,27,5,FAMILY PLANNING,0,0,0,0,0,0
3CA260AB-FF8C-4F8D-9CA8-A5F70BE0B2BE,FHOK=1,19/10/2012,SIAYA,SOUTH ALEGO,1=Comunity Meeting/Barazas,,30,40,55,50,BENEDICTS,0,0,0,0,0,0
10DF8F32-F40B-44A4-8950-A5F95895CB61,FHOK=1,15/03/2015,BONDO,SELINE ATIENO'S HOME,2=Womens Group Meetings,,10,4,23,10,"ANC AND IMMUNIZATION, FP",5,6,7,5,0,0
8D5A98AA-49E9-49B1-8CF7-A6031999B7E5,FHOK=1,13/04/2015,SIAYA,OCHWO,3=Youth Groups,,20,20,11,15,FP,0,0,0,0,0,0
EA12E893-0018-4CE2-B239-A60382D51EDE,MSK=2,04/05/2013,NAMBALE,LUPIDA MARKET,1=Comunity Meeting/Barazas,,85,26,15,7,FAMILY PLANNING,0,0,0,0,0,0
1F4B81A7-0FF9-4256-A1E4-A60E1B558A4E,MSK=2,27/01/2015,SAMIA,HAKATI,3=Youth Groups,,14,15,10,24,F/P,0,0,0,0,0,0
9EF36BD2-FFF2-4BA0-926A-A60FE328377E,MSK=2,25/11/2013,NAMBALE,MASIRA,3=Youth Groups,,50,5,15,2,FAMILY PLANNING,0,0,0,0,0,0
CA5A36E9-2834-40B9-BE47-A61179C9B598,MSK=2,26/01/2014,SAMIA,MISSING,3=Youth Groups,,3,14,2,10,CONDOM USE,0,0,10,15,0,0
FC608CA5-3623-46C6-B50B-A611F4E9EB48,MSK=2,26/06/2013,BUSIA,MATAYOS MARKET,6=Other(Specify),TUMAINI CBO OUTREACH,26,17,60,45,PREVENTION OF HIV/AIDS,0,0,0,0,0,0
98F91D72-3C90-4CE7-B3D4-A61972C50A97,MSK=2,20/08/2013,BUSIA,NYAMLIRE,2=Womens Group Meetings,,0,0,15,15,FP,0,0,0,0,0,0
8FB803EC-FFCF-49B5-A23F-A619ACF1E333,FHOK=1,16/11/2013,SIAYA,MISSING,6=Other(Specify),VILLAGE/DOOR TO DOOR,32,30,78,65,"LONG TERM FP METHODS,POLIO VACCINE AND SICKLE CELL DISEASE",0,0,0,0,0,0
D1531826-433D-4A56-9899-A620192AC7DD,FHOK=1,26/11/2014,SIAYA,MISSING,1=Comunity Meeting/Barazas,,0,5,0,4,F/P,0,0,0,0,0,0
7B6A5D74-2CDA-482E-9907-A6210CA9774C,MSK=2,15/03/2013,BUSIA,MASDA JOINT GROUP MUSOMA,2=Womens Group Meetings,,6,11,12,18,BENEFIT OF IMPLANT AND IUCD,0,0,0,0,0,0
C0FBAF18-D66B-4482-9D2B-A62201CE856A,MSK=2,25/04/2014,NAMBALE,WOMEN'S GROUP MEETING,2=Womens Group Meetings,,13,9,20,5,METHODS OF FAMILY PLANNING,0,0,0,0,0,0
24EA4929-0FE4-4ECA-8B41-A62759D181D0,FHOK=1,04/05/2015,SIAYA,NYI KANYINEK,2=Womens Group Meetings,,0,0,30,15,FP,0,0,0,0,0,0
25A6402F-74BB-4DE8-BFC5-A627ABD56882,MSK=2,12/07/2013,BUSIA,KHUSERA,2=Womens Group Meetings,,2,0,11,12,FP,0,0,0,0,0,0
98FE6320-2959-49BB-B6AA-A62D9C52D61F,FHOK=1,27/07/2013,SIAYA,RABAK,2=Womens Group Meetings,,0,0,10,0,FAMILY PLANNING,0,0,0,0,0,0
037EDA36-75BD-4BF4-A5DC-A62DD602803E,FHOK=1,27/09/2013,SIAYA,MISSING,2=Womens Group Meetings,,0,0,10,0,TALK ABOUT FP,0,0,0,0,0,0
C1822EEA-1EFA-4173-B063-A6366AA23B60,MSK=2,01/09/2013,BUTULA,MARACHI EAST,6=Other(Specify),DIALOGUE DAY,35,2,45,3,FAMILY PLANNING,0,0,0,0,0,0
3CABAC83-2DBE-4170-8097-A63C843E2A55,MSK=2,11/03/2013,TESO SOUTH,UMOJA WOMEN GROUP,2=Womens Group Meetings,,0,0,13,2,F.P AND HIV/AIDS AWARENESS,0,0,0,0,0,0
B162D8A5-754E-466C-A941-A63CFFD0FDB3,FHOK=1,13/03/2015,SIAYA,AMUDHO,1=Comunity Meeting/Barazas,,9,17,20,32,FP,0,0,0,0,0,0
D3C1361A-6CD5-4FBE-BEFD-A63DE7996BB1,FHOK=1,19/10/2012,UGENYA,NORTH EAST UGENYA,1=Comunity Meeting/Barazas,,17,15,20,11,BENEFITS OF F/P,0,0,0,0,0,0
C5E1B797-8494-4B60-ACD3-A640DE410402,MSK=2,22/02/2013,NAMBALE,WALATSI,2=Womens Group Meetings,,4,5,6,10,ADVANTAGES OF MODERN FAMILY PLANNING,0,0,0,0,0,0
C1625784-F37D-49E5-915E-A641A1DB5A30,FHOK=1,14-03-2015,BONDO,MAJIWA,2=Womens Group Meetings,,4,0,19,0,CONDOM USE,5,10,1,1,10,0
77C1A45E-65F7-42C5-9D17-A643D0FA04DB,MSK=2,18/02/2013,TESO SOUTH,KWANGAMOR,5=FBO services,,8,7,17,12,DANGER OF HUMAN FEACES & ADVANTAGES OF PROPER HUMAN DISPOSAL,0,10,0,0,0,0
24B0A53E-0257-4C8D-8D6E-A64486AD4CA7,MSK=2,15/03/2014,NAMBALE,SINOKO,3=Youth Groups,,3,13,5,8,FP,0,0,0,0,0,0
B3864625-FAB1-4737-AA19-A644E5D77857,MSK=2,03/02/2015,BONDO,OGARE,2=Womens Group Meetings,,0,0,9,7,F/P,0,0,10,0,8,0
F4120E4F-5681-4CD6-B3D9-A646A38B18FD,MSK=2,07/08/2013,TESO NORTH,MISSING,2=Womens Group Meetings,,2,0,10,7,FP,0,0,0,0,0,0
FBCE3207-02AD-4FC2-90C2-A6515B4DF4F8,MSK=2,14/10/2013,BONDO,SOMRO VILLAGE,2=Womens Group Meetings,,0,0,10,15,FAMILY PLANNING,0,0,0,0,0,0
9FC1F0D5-E8ED-4E8B-B4D8-A65351891472,MSK=2,15/04/2015,NAMBALE,ST MARY,1=Comunity Meeting/Barazas,,18,3,26,4,LONG TERM FP METHODS,0,0,0,0,0,0
4F387625-B21C-469C-B51A-A6564DD880BB,MSK=2,10/10/2012,BUTULA,MARACHI CENTRAL,2=Womens Group Meetings,,0,0,15,5,CD AND IUCD,0,5,0,0,0,0
8E68491D-C5BB-45C4-92DF-A65661816EF9,MSK=2,20/01/2014,SIAYA,UPANDA,1=Comunity Meeting/Barazas,,27,7,38,9,FAMILY PLANNING,0,0,0,0,0,0
55AD9A47-3DD2-4C73-89BC-A65CA87D82C5,MSK=2,14/06/2013,BUTULA,MUNONGO MARKET,2=Womens Group Meetings,,0,0,102,16,BENEFITS OF FP,0,0,0,0,0,0
B26416B5-7D62-4774-88A1-A65DA68F151E,MSK=2,20-08-2014,TESO SOUTH,KALAHARA THEATRE GROUP,4=Theater Groups,,20,18,36,28,"HIV/AIDS, ABSTAINANCE, CONDOM USE",0,0,0,0,0,0
0C6C2455-6F47-420B-9657-A65E3EFC2DAD,FHOK=1,28/03/2014,SIAYA,UYORE,1=Comunity Meeting/Barazas,,20,5,36,1,FP,0,0,0,0,0,0
FFB8029D-CDB7-4AA0-9B12-A6678CE66FC0,FHOK=1,04/05/2015,BONDO,AWELO,1=Comunity Meeting/Barazas,,21,9,26,13,FP,0,0,1,4,0,5
6BB77F40-16BB-4E53-BD4F-A66ADA301D42,MSK=2,26/05/2014,BUTULA,MISSING,2=Womens Group Meetings,,2,0,13,1,F.P,0,0,8,0,0,0
95841530-407C-4040-98EC-A66D096373E8,MSK=2,19/05/2014,TESO NORTH,AEDOMORU CHURCH OF CHRIST,3=Youth Groups,,11,20,8,7,MEASURES TIO CURB RAPE,0,0,0,0,0,0
7EEB157E-C17A-4170-B660-A66F6E6FAE27,MSK=2,11/08/2012,BUTULA,MARACHI EAST,1=Comunity Meeting/Barazas,,11,7,16,4,F/P,0,0,0,0,0,0
07218874-2559-4827-BC98-A66F7E039CE5,MSK=2,03/09/2013,NAMBALE,BALALA YOUTH GROUP,3=Youth Groups,,10,12,19,26,IMPORTANCE OF FP,0,0,45,0,0,0
0A69A247-E06A-4DA4-93CC-A6700D5BCD48,MSK=2,24/06/2013,BUTULA,MAYONI,2=Womens Group Meetings,,4,0,12,0,FP IMPORTANCE,0,0,0,0,0,0
26D96ACF-70FD-4203-BE87-A677752D9E86,MSK=2,06/02/2014,BUTULA,BUMALA CHURCH,1=Comunity Meeting/Barazas,,4,0,30,0,FP,0,0,0,0,0,0
E66B5E6E-79C2-4C2D-A776-A67AF34048DA,MSK=2,27/01/2014,TESO NORTH,MISSING,2=Womens Group Meetings,,0,0,11,10,FAMILY PLANNING,0,0,0,0,0,0
69B438CD-ECD0-47EB-A25C-A67CA22CC644,FHOK=1,26/07/2013,SIAYA,UYUNDO,2=Womens Group Meetings,,0,0,23,3,FAMILY PLANNING,0,0,0,0,0,0
DAD89C6B-7470-4B68-A878-A6810E9E2AAC,MSK=2,06/03/2014,BUTULA,MUNYENYA TUMAINI,2=Womens Group Meetings,,4,3,8,1,ADVANTAGES AND DISADVANTAGES OF EPILL AND INJECTABLES,0,0,0,0,0,0
E0EEA4B4-5522-4F75-9ADD-A6890096B80E,FHOK=1,15/02/2014,BONDO,ULANDA CENTRE,3=Youth Groups,,0,10,0,16,PROPER HANDWASHING FP METHODS,0,0,0,0,0,0
99AD76DD-005F-46DD-AC46-A69255CB32E1,MSK=2,20/02/2013,NAMBALE,BUKHAYO EAST,3=Youth Groups,MISSING,7,3,1,6,FP METHODS & FEMALE CONDOMS,0,0,11,0,0,0
CDFBC732-ACE6-417C-BCF6-A6935EAB26A8,MSK=2,24/04/2013,SAMIA,NEYAYO,2=Womens Group Meetings,,0,0,28,9,IMPORTANCE OF CONDOMS,0,0,0,0,0,0
A4CF99F9-929B-43D0-AB85-A6982D45DCC7,MSK=2,26/10/2014,BUSIA,BWICHA,1=Comunity Meeting/Barazas,,16,2,9,4,BENEFITS OF CONTINUOS BREAST FEEDING,0,0,0,0,0,0
301AFD63-389E-4196-B8C6-A6990E6485EC,MSK=2,15/09/2013,TESO NORTH,ASITE FARMERS,2=Womens Group Meetings,,10,0,12,0,FP,0,0,0,0,0,0
A7C4A764-966F-4CB2-97A3-A69ABD94F69A,FHOK=1,27/10/2013,SIAYA,OCHILO VILLAGE,2=Womens Group Meetings,,7,2,10,0,FP AND ITS BENEFITS,0,0,0,0,0,0
53B5D538-F377-421C-B985-A6A002CD5131,MSK=2,28/02/2014,TESO SOUTH,TOPISTA NABWIRE,2=Womens Group Meetings,,0,0,15,0,FAMILY PLANNING,0,0,0,0,0,0
CCFA26E0-5F39-40A4-B5E2-A6A119961021,FHOK=1,07/04/2015,SIAYA,AMUDHO,3=Youth Groups,,13,11,22,7,FAMILY PLANNING,0,0,0,0,0,0
C08A1F03-1059-48BE-8CE8-A6A7EB8FB7B6,MSK=2,06/04/2013,BUTULA,YOUTH GROUP MEETING,3=Youth Groups,,3,9,2,6,FP METHODS,0,0,0,0,0,0
FB6AE478-C034-4707-83C4-A6AA6DD26C23,MSK=2,04/07/2014,BUTULA,BULUMUNA,1=Comunity Meeting/Barazas,,20,12,10,15,FP,0,0,0,0,0,0
0BCC8C7E-67D4-4495-8BE8-A6AB037CC662,MSK=2,20/09/2013,BUTULA,MISSING,2=Womens Group Meetings,,3,0,16,0,"ADVANTAGE AND DISADVANTAGE S OF FP,IMPORTANCE OF WASHING HANDS",0,0,0,0,0,0
F65B34C9-A680-4FA4-8ABF-A6AB6567ACB9,FHOK=1,19/10/2012,UGENYA,NORTH EAST UGENYA,1=Comunity Meeting/Barazas,,0,0,12,3,F/P,0,0,0,0,0,0
1546DF93-D4F0-4F90-A62E-A6B98580B8A9,FHOK=1,17-05-2015,BONDO,BAR KANYANGO,2=Womens Group Meetings,,0,4,7,10,WATER TREATMENT,16,13,15,2,7,0
810F9BBF-8E9E-48A2-9B62-A6BEE77215C6,MSK=2,12/12/2013,BUSIA,NANGOMA,1=Comunity Meeting/Barazas,,3,14,10,23,FAMILY PLANNING,0,0,0,0,0,0
7BCA605E-E173-46AE-B78E-A6C2E1823684,MSK=2,21/06/2013,BUTULA,KHULICHINA,2=Womens Group Meetings,,18,7,20,8,FP,0,0,0,0,0,0
026A608D-7F2A-4F1A-B850-A6C34B2AC3F9,FHOK=1,19/05/2014,BONDO,MARIWA,2=Womens Group Meetings,,3,2,12,14,LONG-TERM METHOD OF FP AND THEIR EFFECTS,0,0,0,0,0,0
01317B11-8263-4D8B-A979-A6C4C11F74F9,FHOK=1,21/06/2013,SIAYA,NDURU MARKET,6=Other(Specify),,2,0,50,25,RED CROSS GAVE FREE MEDICAL SERVICES TO CHILDREN UNDER WEIGHT,0,0,0,0,0,0
2E87F4D9-1C2F-46A8-8A78-A6C74303F1BB,MSK=2,27/04/2014,BUSIA,NAMBALE,2=Womens Group Meetings,,0,0,18,15,THEY WERE HAPPY,0,0,0,0,0,0
246B9A06-6D86-4E7A-BE44-A6C904A1DA6A,MSK=2,28/01/2014,TESO NORTH,OCHWA,1=Comunity Meeting/Barazas,,11,4,10,5,FAMILY PLANNING,0,0,0,0,0,0
F116FE74-E310-4E92-BF50-A6CAF4F61152,FHOK=1,21-05-2015,SIAYA,MPANGO WA KANDO W/G,2=Womens Group Meetings,,0,0,27,12,FP,0,0,0,0,0,0
551C01EA-EBFC-4C40-A5AA-A6CD4828D51B,MSK=2,15/01/2013,SAMIA,NANGOSIA,1=Comunity Meeting/Barazas,MISSING,4,0,7,0,IUCD/BTL,0,0,0,0,0,0
BED36B80-820C-4050-B29B-A6CFCD388758,FHOK=1,04/03/2015,SIAYA,LIGANWA,3=Youth Groups,,0,10,0,15,FP,0,0,0,0,0,0
9AC79B9A-0BE3-48E2-A5F2-A6D352388A3E,MSK=2,24/07/2013,BUSIA,FP FK,3=Youth Groups,,19,13,10,12,FP,0,0,0,0,0,0
6048F092-9457-4C0E-A774-A6D3B02DE860,FHOK=1,14/08/2014,BONDO,PENDEZA AFRICA,2=Womens Group Meetings,,0,0,24,5,IUCD,0,0,0,0,0,0
7520F597-1107-4944-98D1-A6D6420B7479,FHOK=1,07/03/2015,BONDO,UYAWI SEC SCHOOL,5=FBO services,,60,76,84,97,MISSING,20,16,10,25,100,20
855BB0B1-1587-49C7-AEDE-A6DC55ED0D4D,MSK=2,26/03/2013,NAMBALE,SEGERO,2=Womens Group Meetings,,5,12,10,20,FP METHODS AND USE,0,0,0,8,0,0
BE23D8F6-D06F-49FA-B7CF-A6E0DD393CC5,MSK=2,28/02/2013,SAMIA,NAMBOBOTO,1=Comunity Meeting/Barazas,,6,3,15,12,F/P,0,0,0,0,0,0
31367743-94FF-4F31-9424-A6E199395097,FHOK=1,25/05/2014,BONDO,ULOMA,1=Comunity Meeting/Barazas,,27,7,39,13,F.P,0,0,0,0,0,0
B23AAE2C-1CD0-4C4D-9264-A6E1A25EBD2B,MSK=2,15/09/2013,TESO NORTH,KOPIYO CHURCH,6=Other(Specify),,10,25,14,20,FP,0,0,0,0,0,0
BE87469A-D1D0-476E-ABD4-A6E1E295A8E8,FHOK=1,14/01/2014,SIAYA,LEGIO MARIA CHURCH,6=Other(Specify),,1,6,0,14,FP,0,0,0,0,0,0
660B504D-FCD2-4686-85E6-A6E3A424AF72,FHOK=1,26/06/2013,BONDO,UHANGA,3=Youth Groups,,4,8,2,5,FP,0,0,0,0,0,0
36631202-7A31-4E6B-8714-A6E8765AF6EF,MSK=2,18/04/2013,NAMBALE,TUSAIDANE YOUTH GROUP,3=Youth Groups,,11,5,9,6,FAMILY PLANNING,0,0,0,0,0,0
B3ACA063-09FB-4BEB-B71F-A6EA1CAD94C9,FHOK=1,18/02/2015,BONDO,ALARA,3=Youth Groups,,2,10,2,6,"FP, IGA",4,8,1,0,0,0
4AE3FDD5-BA15-439C-9FDC-A6EDD84F5A88,MSK=2,01/12/2013,TESO NORTH,KAKEMER,5=FBO services,,5,7,9,6,FP,0,0,0,0,0,0
7B3D5A90-7363-49F7-8D44-A6F16C81F1CC,MSK=2,08/06/2014,TESO SOUTH,MISSING,2=Womens Group Meetings,,4,1,13,6,EFFECTS AND BENEFITS OF PILLS,0,0,0,0,0,0
BB25169A-A734-4418-8114-A6F357272A89,FHOK=1,12/01/2015,BONDO,KONYANGO,2=Womens Group Meetings,,20,20,28,20,TYPES OF FP,0,0,0,0,0,0
4BC5CA4B-750E-48D5-A3E8-A6F620C9FA74,MSK=2,24/03/2014,BUTULA,ISABELLA'S HOUSE,2=Womens Group Meetings,,5,0,16,0,IMPORTANCE AND DISADVANTAGES OF LONG TERM FP,0,0,0,0,0,0
738221FB-1843-445E-B2E8-A706238F4D29,FHOK=1,25/08/2014,SIAYA,MISSING,2=Womens Group Meetings,,0,0,10,6,FAMILY PLANNING,0,0,0,0,0,0
A906A890-6739-47CF-B6F5-A7083AAD0133,FHOK=1,27/01/2014,SIAYA,MISSING,6=Other(Specify),,3,2,6,3,FP,0,0,0,0,0,0
1BDEA65D-E54F-4867-BF2F-A70C5E5C92BD,MSK=2,22/01/2013,BUTULA,MARACHI EAST,3=Youth Groups,,6,8,4,10,FAMILY PLAANING,0,0,0,0,0,0
0738E942-444D-4779-97FE-A70D0BBFDC5F,FHOK=1,26/01/2015,SIAYA,MISSING,6=Other(Specify),CHURCHES,10,24,8,32,BENEFITS OF FP,0,0,0,0,0,0
D3685C0B-8BAB-4900-9DC1-A711D61B074F,MSK=2,30/01/2014,SAMIA,BUDODOMI,3=Youth Groups,,7,4,9,8,FAMILY PLANNING,0,0,0,0,0,0
62367EB0-76A3-426C-A439-A714FFF53072,FHOK=1,23/03/2015,SIAYA,KABURA,2=Womens Group Meetings,,0,0,24,2,FP,0,0,0,0,0,0
78574C12-4DBC-4A14-8087-A718FC9D3112,MSK=2,15-09-2014,BUTULA,SIKARIRA,5=FBO services,,5,0,17,0,COMMUNITY STRATEGY AND CHWs ROLES IN COMMUNITY,0,0,0,0,0,0
B2C72510-F6EE-46C7-A129-A71D604B1BBE,FHOK=1,28/08/2013,SIAYA,MWER MARKET,6=Other(Specify),MISSING,47,34,60,25,FAMILY PLANNING,0,0,0,0,0,0
AC3C2E06-B474-4570-A36D-A7209EB88582,MSK=2,08/07/2014,BUTULA,EMASINDE VILLAGE,2=Womens Group Meetings,,3,4,20,6,F.P,0,0,0,0,0,0
976164AC-2942-4F2C-95DC-A7210C5BF820,MSK=2,05/12/2014,TESO SOUTH,AKUMET,2=Womens Group Meetings,,3,2,8,4,FP AND MALARIA CONTROL,0,0,0,0,0,0
F7CE893B-EB0A-44F6-BDEC-A7230239EC4D,FHOK=1,30/05/2014,SIAYA,KARUOTH DISPENSARY,2=Womens Group Meetings,,4,3,6,5,"IMPORTANCE OF SPACING, WATER TREATMENT",0,0,0,0,0,0
0086CF67-A3A8-4610-98C3-A7241A334A6C,FHOK=1,26/04/2013,UGUNJA,MUHWAYO,1=Comunity Meeting/Barazas,,3,1,6,1,MALE CONDOMS,0,0,0,0,0,0
57B68EF6-6D3C-482D-BC04-A72756A2EAFC,MSK=2,04/12/2013,TESO SOUTH,KABECHEL CHURCH,2=Womens Group Meetings,,6,4,8,7,FP,0,0,0,0,0,0
0852C007-6DA3-4733-8589-A72845F164D9,MSK=2,12/01/2015,BONDO,BARAZA,1=Comunity Meeting/Barazas,,18,13,22,9,F/P,0,0,0,0,0,0
DF0A8649-A84B-48F6-B6AB-A728702A230C,MSK=2,18/06/2013,SAMIA,BARAZA,1=Comunity Meeting/Barazas,,15,9,10,5,FAMILY PLANNING,0,0,4,0,0,0
A40DE3FC-99AF-4617-80B8-A72A7AA9705A,FHOK=1,11/06/2012,SIAYA,SOUTH C.ALEGO,2=Womens Group Meetings,,18,4,26,0,FAMILY PLANNING,0,0,0,0,0,0
87903CC0-9944-4179-AA4F-A73362DC8770,MSK=2,10/10/2013,BONDO,MUGWENA,2=Womens Group Meetings,,20,10,18,7,FAMILY PLANNING,0,0,0,0,0,0
167C546C-4869-4374-8662-A73389BA61DF,MSK=2,06/02/2015,BONDO,UHASI,3=Youth Groups,,17,11,6,5,F/P,1,2,4,2,1,0
94174D99-5151-48DB-B67B-A73567065957,MSK=2,20/01/2014,BUTULA,SIGOMERE,1=Comunity Meeting/Barazas,,5,0,4,0,FP,0,0,0,0,0,0
0B0B2BC5-E428-49FB-B074-A7359DBADCEA,FHOK=1,04/03/2015,SIAYA,BARASA,1=Comunity Meeting/Barazas,,10,1,18,3,FP,0,0,0,0,0,0
40EAC13D-882C-4D4B-AA71-A73962EB3838,FHOK=1,13/06/2013,BONDO,MISSING,2=Womens Group Meetings,,0,0,16,12,FP METHODS,0,0,0,0,0,0
E7A28A92-3CC7-4D99-9A5B-A7399992A194,FHOK=1,29/12/2013,SIAYA,RUAMBWA HEALTH CENTRE,2=Womens Group Meetings,,8,3,22,7,MALE INVOLVEMENT IN FP,0,0,0,0,0,0
81804093-53DE-43A8-9AE6-A739EBB9D2A6,FHOK=1,22/05/2015,BONDO,MBUYE,3=Youth Groups,,15,28,19,35,FP AND CERVICAL CANCER SCREENING/VMMC,15,15,0,35,0,0
290E739A-7E75-4AF3-87D8-A73C53C37F5B,FHOK=1,15/02/2015,BONDO,WELAWA,2=Womens Group Meetings,,23,11,28,14,BENEFITS OF FP,2,2,3,3,4,5
A383609E-B5B8-4C6F-BA5C-A73E1142A243,FHOK=1,16/06/2013,BONDO,ULONGI,2=Womens Group Meetings,,0,0,15,10,MATERNAL INFANT YOUNG CHUILD NUTRITION AND FP,0,0,0,0,0,0
789D16F1-1E47-4B8C-9CCB-A73F758AF112,FHOK=1,12/04/2015,SIAYA,URADI,1=Comunity Meeting/Barazas,,30,20,60,30,FP,0,0,0,0,0,0
321979D0-2A20-420C-AA99-A741850E4CD4,FHOK=1,27/10/2013,SIAYA,LIGENGA,3=Youth Groups,,4,2,3,4,FP,0,0,0,0,0,0
828E8C44-6719-43D1-8713-A741CC5C9312,MSK=2,19/07/2014,BUSIA,BIDU YOUTH GROUP,3=Youth Groups,,6,11,2,6,"CONDOMS, PILLS AND IUCD",0,0,0,0,0,0
F21103EC-408D-47FD-91E1-A741F675CE08,MSK=2,29/07/2013,TESO SOUTH,ALUPE SUPPORT GROUP,6=Other(Specify),ALUPE SUPPORT CENTER,13,7,20,3,HEALTH TALK,0,0,0,0,0,0
07EED637-4093-4616-9897-A74ACA0EF43C,MSK=2,29/10/2012,TESO SOUTH,ANGOROM,1=Comunity Meeting/Barazas,,12,0,10,0,VASECTOMY,0,10,0,0,0,0
